citation,year,keywords,value,mentions_data,mentions_code,ipums,github_link,dataverse,osf_link,on_request,volume
Ryan Brown; The Intergenerational Impact of Terror: Did the 9/11 Tragedy Impact the Initial Human Capital of the Next Generation?. Demography 1 August 2020; 57 (4): 1459–1481. doi: https://doi.org/10.1007/s13524-020-00876-6,2020,"Birth weight, Maternal health, Fetal health, Psychological distress",All data used for this article are publicly and freely available. The Vital Statistics Natality Birth Data is available at https://www.cdc.gov/nchs/nvss/births.htm. U.S. Bureau of Labor Statistics is available at https://www.bls.gov/.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Sergi Vidal, Philipp M. Lersch, Marita Jacob, Karsten Hank; Interdependencies in Mothers’ and Daughters’ Work-Family Life Course Trajectories: Similar but Different?. Demography 1 August 2020; 57 (4): 1483–1511. doi: https://doi.org/10.1007/s13524-020-00899-z",2020,"Intergenerational transmission, Women, Life course, Sequence analysis, Germany","We thank Michael Kühhirt, Lukas Fervers, participants in the European Population Conference held in Brussels in 2018, and participants in the 2018 annual meeting of the PAA held in Denver for comments and suggestions. We acknowledge financial support from the Spanish Ministry of Economy and Competitiveness (Grant No. RYC-2015-18254); the Spanish Ministry of Science, Innovation and Universities (Grant No. RTI-2018-097664-A-100); and the Support Network for Interdisciplinary Social Policy Research (FIS) of the German Federal Ministry of Labor and Social Affairs. The code for the analysis is available at https://doi.org/10.17605/OSF.IO/EFXWQ.",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Andrew Halpern-Manners, Jonas Helgertz, John Robert Warren, Evan Roberts; The Effects of Education on Mortality: Evidence From Linked U.S. Census and Administrative Mortality Data. Demography 1 August 2020; 57 (4): 1513–1541. doi: https://doi.org/10.1007/s13524-020-00892-6",2020,"Education, Mortality, Twins, United States","We address the aforementioned issues using a unique and untapped data resource: the digitized complete-count U.S. Censuses for 1920 and 1940. With support from the U.S. National Science Foundation and the U.S. National Institutes of Health, and in collaboration with Ancestry.com, the Minnesota Population Center has now finished work on complete-count versions of the 1850–1940 census files (Ruggles et al. 2019). These data are freely available at ipums.org.",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,NA
"Andrew Halpern-Manners, Jonas Helgertz, John Robert Warren, Evan Roberts; The Effects of Education on Mortality: Evidence From Linked U.S. Census and Administrative Mortality Data. Demography 1 August 2020; 57 (4): 1513–1541. doi: https://doi.org/10.1007/s13524-020-00892-6",2020,"Education, Mortality, Twins, United States","Our strategy for linking the 1920–1940 census sample to mortality records proceeded in a similar manner, with some unavoidable differences due to variable availability. The primary source for death records was a merged version of the Social Security Administration (SSA) NUMIDENT data files containing Social Security claims data (N ≈ 35,000,000 for both men and women). NUMIDENT includes several pieces of information not provided by the Social Security Death Master File (SSDMF). In particular, it includes state of birth, the person’s gender, and mother’s and father’s first and last names. We used this information to improve the precision of the training data file and create linking features for the machine learning algorithm to use. To provide better coverage of deaths (the NUMIDENT data contains no deaths after 2007 and very few deaths prior to 1973), we supplemented the NUMIDENT records with a secondary source of mortality data: the publicly available SSDMF. The SSDMF—which records mortality information based on reports from funeral directors, family members, financial institutions, the post office, and various government agencies—includes deaths occurring as recently as May 2013 (N ≈ 93,000,000 for both men and women).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Andrew Halpern-Manners, Jonas Helgertz, John Robert Warren, Evan Roberts; The Effects of Education on Mortality: Evidence From Linked U.S. Census and Administrative Mortality Data. Demography 1 August 2020; 57 (4): 1513–1541. doi: https://doi.org/10.1007/s13524-020-00892-6",2020,"Education, Mortality, Twins, United States", The complete count 1920 and 1940 censuses are publicly available at https://www.ipums.org. The linked data files used in this project are available upon request.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Hannaliis Jaadla, Alice Reid, Eilidh Garrett, Kevin Schürer, Joseph Day; Revisiting the Fertility Transition in England and Wales: The Role of Social Class and Migration. Demography 1 August 2020; 57 (4): 1543–1569. doi: https://doi.org/10.1007/s13524-020-00895-3",2020,"Fertility transition, Nineteenth century, Census microdata, Migration, England and Wales",Integrated Census Microdata (I-CeM) is publicly available from UK Data Archive. GIS datasets are available from UK Data Archive and the Cambridge Group for the History of Population and Social Structure.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Gregory Clark, Neil Cummins, Matthew Curtis; Twins Support the Absence of Parity-Dependent Fertility Control in Pretransition Populations. Demography 1 August 2020; 57 (4): 1571–1595. doi: https://doi.org/10.1007/s13524-020-00898-0",2020,"Fertility, Family planning, Natural fertility, Economic history, Economic growth",The research reported here used only publicly available data.,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Jason T. Kerwin, Natalia Ordaz Reynoso; You Know What I Know: Interviewer Knowledge Effects in Subjective Expectation Elicitation. Demography 1 February 2021; 58 (1): 1–29. doi: https://doi.org/10.1215/00703370-8932274",2021,"Interviewer effects, Survey methodology, Subjective expectations, Risk beliefs, Spillovers","There are five days with control-group baseline data after the information treatment. These are cleanup baseline surveys for the control group that were conducted after the bulk of the baseline control-group surveys were finished and that took place after the interviewer training session. This happened when respondents were not available at the initially scheduled baseline interview. The distribution of beliefs for these observations is closer to that of the treatment group than to the rest of the control group, lending support to the idea that interviewer knowledge specifically—and not some other factor that is imbalanced across study arms—is causing the mean difference between baseline treatment and control recorded beliefs.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Tiziana Leone, Laura Sochas, Ernestina Coast; Depends Who's Asking: Interviewer Effects in Demographic and Health Surveys Abortion Data. Demography 1 February 2021; 58 (1): 31–50. doi: https://doi.org/10.1215/00703370-8937468",2021,"Abortion, Interviewer, Cross-classified, DHS",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Lee Fiorio, Emilio Zagheni, Guy Abel, Johnathan Hill, Gabriel Pestre, Emmanuel Letouzé, Jixuan Cai; Analyzing the Effect of Time in Migration Measurement Using Georeferenced Digital Trace Data. Demography 1 February 2021; 58 (1): 51–74. doi: https://doi.org/10.1215/00703370-8917630",2021,"Migration, Mobility, Big data, Methods",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Mingming Ma, Jenjira Yahirun, Joseph Saenz, Connor Sheehan; Offspring Educational Attainment and Older Parents' Cognition in Mexico. Demography 1 February 2021; 58 (1): 75–109. doi: https://doi.org/10.1215/00703370-8931725",2021,"Cognition, Health, Education, Intergenerational relationships, Mexico",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Robert Stelter, David de la Croix, Mikko Myrskylä; Leaders and Laggards in Life Expectancy Among European Scholars From the Sixteenth to the Early Twentieth Century. Demography 1 February 2021; 58 (1): 111–135. doi: https://doi.org/10.1215/00703370-8938107",2021,"Mortality dynamics, Differential mortality, Holy Roman Empire, Thirty Years' War",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Toshiaki Aizawa; Decomposition of Improvements in Infant Mortality in Asian Developing Countries Over Three Decades. Demography 1 February 2021; 58 (1): 137–163. doi: https://doi.org/10.1215/00703370-8931544,2021,"Infant mortality, Survival, Random survival forest, Asia, Decomposition",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Qian Song, James P. Smith; The Citizenship Advantage in Psychological Well-being: An Examination of the Hukou System in China. Demography 1 February 2021; 58 (1): 165–189. doi: https://doi.org/10.1215/00703370-8913024",2021,"Citizenship advantage, Depressive symptoms, Immigration, Salmon bias, Hukou system",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Alexandre Gori Maia, Yao Lu; Migration and Democratization in Brazil: The Case of Electoral Participation and Competition. Demography 1 February 2021; 58 (1): 191–217. doi: https://doi.org/10.1215/00703370-8937033",2021,"Migration, Democratization, Voting, Spatial panel data model, Spatial network model","where Js is the number of justifications, and Ms is the number of out-migrants in state s. The justification rate J / M is a proxy for the proportion of migrants who did not vote in their place of origin. Because three data points are available for each state, the justification ratio J / M represents the state average for the years of 2004, 2008, and 2012. The average justification ratio for all states is 0.65, suggesting that about two-thirds of migrants justified their abstention and one-third voted in their origin locality. This measure has some limitations because information on justifications is available at the state rather than the municipality level. There could be variability across municipalities within a state and over time that is not adequately captured by the justification ratio. Using PPM, we impute 17 outliers in Tadj that result from random fluctuations in the data for small areas.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Stephanie Potochnick, Matthew Hall; U.S. Occupational Mobility of Children of Immigrants Based on Parents' Origin-Country Occupation. Demography 1 February 2021; 58 (1): 219–245. doi: https://doi.org/10.1215/00703370-8931951",2021,"Children of immigrants, Occupational mobility, Intergenerational mobility, Assimilation, Immigrant selection",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Wei-hsin Yu, Yuko Hara; Motherhood Penalties and Fatherhood Premiums: Effects of Parenthood on Earnings Growth Within and Across Firms. Demography 1 February 2021; 58 (1): 247–272. doi: https://doi.org/10.1215/00703370-8917608",2021,"Motherhood penalty, Fatherhood premium, Earnings growth, Parenthood effects between and across firms",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Pallavi Shukla, Hemant Kumar Pullabhotla, Mary Arends-Kuenning; Choosing Plan B Over Plan A: Risk Compensation Theory and Contraceptive Choice in India. Demography 1 February 2021; 58 (1): 273–294. doi: https://doi.org/10.1215/00703370-8932007",2021,"Contraception, Emergency contraceptive pills, Risk compensation theory","Since their debut in 2002 in India, ECPs have met with mixed reactions from central and state governments. In 2005, ECPs became available over-the-counter drugs in India. To promote their use, the Indian government incorporated them in the national family planning and rural health programs, making them available at highly subsidized rates in rural areas. With prices ranging from (in U.S. dollars) $0.03 to $0.05 in rural areas and $0.35 to $1.60 in urban areas, the ECP sector saw more than a 245% growth in sales between 2007 and 2010 (Relph 2010). However, in September 2006, the state government of Tamil Nadu banned over-the-counter sales and any form of advertisement of ECPs in the state. With major pharmaceutical companies launching an aggressive advertisement campaign to promote ECP use, the advertisement and sale of ECPs continued in the rest of the country. Currently, ECPs are available over the counter in all the states of India except Tamil Nadu, where ECPs are neither advertised nor available over the counter. Figure 1 shows the history of ECP availability in India, together with a timeline of the survey data used in this study.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Dana O. Sarnak, Amy Tsui, Fredrick Makumbi, Simon Peter Sebina Kibira, Saifuddin Ahmed; A Panel Study of Fertility Preferences and Contraceptive Dynamics in the Presence of Competing Pregnancy Risks in Uganda. Demography 1 February 2021; 58 (1): 295–320. doi: https://doi.org/10.1215/00703370-8937285",2021,"Fertility preferences, Contraceptive use dynamics, Longitudinal analysis, Competing risk regression",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Ryohei Mogi, Jessica Nisén, Vladimir Canudas-Romo; Cross-Sectional Average Length of Life Childless. Demography 1 February 2021; 58 (1): 321–344. doi: https://doi.org/10.1215/00703370-8937427",2021,"Childlessness, Fertility measurement, Life table, Decomposition, Cohort versus period",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Mónica L. Caudillo, Andrés Villarreal; The Opioid Epidemic and Nonmarital Childbearing in the United States, 2000–2016. Demography 1 February 2021; 58 (1): 345–378. doi: https://doi.org/10.1215/00703370-8937348",2016,"Nonmarital fertility, Opioid epidemic, Marriage, Family formation",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Oded Stark; “Reexamining the Influence of Conditional Cash Transfers on Migration From a Gendered Lens”: Comment. Demography 1 February 2021; 58 (1): 379–381. doi: https://doi.org/10.1215/00703370-8928518,2021,"Women's migration, Conditional Cash Transfers, Selectivity and Endogeneity, Revision of the comparative advantage of household members, Household's optimization",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Christina Hughes; Conditional Cash Transfers and Migration: Reconciling Feminist Theoretical Approaches With the New Economics of Labor Migration. Demography 1 February 2021; 58 (1): 383–391. doi: https://doi.org/10.1215/00703370-8928494,2021,"Gender, Family, Migration, Conditional cash transfers, New Economics of Labor Migration",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Jan Kabátek, Francisco Perales; Academic Achievement of Children in Same- and Different-Sex-Parented Families: A Population-Level Analysis of Linked Administrative Data From the Netherlands. Demography 1 April 2021; 58 (2): 393–418. doi: https://doi.org/10.1215/00703370-8994569",2021,"Child development, Same-sex couples, Family influences, Educational outcomes, Administrative data",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Lawrence M. Berger, Lidia Panico, Anne Solaz; The Impact of Center-Based Childcare Attendance on Early Child Development: Evidence From the French Elfe Cohort. Demography 1 April 2021; 58 (2): 419–450. doi: https://doi.org/10.1215/00703370-8977274",2021,"Childcare, Crèche, Child development, Early childhood, Étude Longitudinale Français depuis l'Enfance (Elfe)","Tabulated by the authors using data from the French National Institute of Statistics and Economic Studies (Insee), available at https://www.insee.fr/fr/statistiques/serie/000436391?idbank=000436391.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Liana Christin Landivar, Leah Ruppanner, William J. Scarborough; Are States Created Equal? Moving to a State With More Expensive Childcare Reduces Mothers' Odds of Employment. Demography 1 April 2021; 58 (2): 451–470. doi: https://doi.org/10.1215/00703370-8997420",2021,"Women's employment, Interstate mobility, Trailing spouses, Childcare costs","To construct our index of cultural and economic conditions, we combine state-level data on the percentage of the population with advanced degrees, women's median earnings, the share of the working population employed in managerial and professional occupations, the state minimum wage, and public support for feminism. We include these measures primarily to control for the confounding effects of state-to-state economic and cultural differences that could be associated with higher childcare costs. Data on advanced degrees, median earnings, and occupations come from the 2015 American Community Survey five-year file. State minimum wage data for 2015 are obtained from the Department of Labor's historical archive. Data on cultural gender norms are less readily available at the state level because few surveys measure attitudes and beliefs with large enough samples for state analysis. Therefore, we use organic data measuring public sentiment toward feminism expressed on Twitter. We use an established data set that has been validated in previous research (Scarborough 2018), using naïve Bayes classification to code 105,066 tweets about feminism as positive or negative and linking them to states based on Twitter users' bios to calculate the percentage of positive tweets toward feminism in each state.5 Research indicates that support for feminism correlates with cultural norms of gender egalitarianism more broadly (Banaszak and Ondercin 2016; Scarborough 2018). Given research showing that this measure correlates highly with average state support for equal divisions of household labor (r = .5; Scarborough 2018), we use this item to capture states' cultural environment. Because our state-level economic and cultural variables are on different metrics, we standardize them using z scores prior to combining them into an index (alpha = .85). Places with better economic conditions (e.g., higher wages and better job opportunities) tended to have more positive support toward feminism. We include this index in our models to test whether states' economic and cultural contexts outweigh the higher childcare costs in these areas.6",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Peter Rich, Jennifer Candipan, Ann Owens; Segregated Neighborhoods, Segregated Schools: Do Charters Break a Stubborn Link?. Demography 1 April 2021; 58 (2): 471–498. doi: https://doi.org/10.1215/00703370-9000820",2021,"Segregation, Education, Race, Charter schools, School choice",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Kathryn Grace, Andrew Verdin, Audrey Dorélien, Frank Davenport, Chris Funk, Greg Husak; Exploring Strategies for Investigating the Mechanisms Linking Climate and Individual-Level Child Health Outcomes: An Analysis of Birth Weight in Mali. Demography 1 April 2021; 58 (2): 499–526. doi: https://doi.org/10.1215/00703370-8977484",2021,"Birth weight, Climate, Environmental exposures, Child health, Remote sensing","As a solution, researchers and development agencies (e.g., USAID Famine Early Warning Systems Network [FEWS NET]) have estimated food availability and, consequentially, food insecurity through the use of remotely sensed data of vegetation (Brown et al. 2012; Brown et al. 2015; Funk and Brown 2006; Funk and Budde 2009; Husak and Grace 2016). In this research, we use the Normalized Difference Vegetation Index4 (NDVI) as a proxy for community-level food availability. Specifically, we use NDVI data from a data series provided by the Integrated Climate Data Center at Universität Hamburg (Pinzon and Tucker 2014). These data are a quality-controlled version of the NDVI data provided by the National Aeronautics and Space Administration's Global Inventory Monitoring and Modeling System (NASA-GIMMS; Tucker et al. 2005). NDVI serves as a measure of greenness and is available at a relatively fine spatial (1/12-degree grid cell, or roughly 8 kilometers) and temporal (bimonthly) resolution. Thus, NDVI allows for a proxy measure of vegetation that varies throughout the year and at a scale that is fine enough to reflect village- or community-level variation over space and time. Although food security is more complex than food availability alone, NDVI in semiarid zones such as in Mali captures the interannual variability of yield across all crops. NDVI is particularly relevant in Mali because the vast majority of Malian farmers rely on rainfall as their primary source of moisture, particularly in communities far from surface water (Husak and Grace 2016; FEWS NET livelihood reports for Mali, https://fews.net/west-africa/mali).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Kathryn Grace, Andrew Verdin, Audrey Dorélien, Frank Davenport, Chris Funk, Greg Husak; Exploring Strategies for Investigating the Mechanisms Linking Climate and Individual-Level Child Health Outcomes: An Analysis of Birth Weight in Mali. Demography 1 April 2021; 58 (2): 499–526. doi: https://doi.org/10.1215/00703370-8977484",2021,"Birth weight, Climate, Environmental exposures, Child health, Remote sensing","The Normalized Difference Vegetation Index (NDVI) is a measure of vegetation health and thus a measure of crop production in a community. NDVI is a measure of greenness, which has been shown to be related to primary productivity and leaf area of plants (Sellers 1985; Townshend and Justice 1986), and provides a way to directly measure the impact of moisture and temperature conditions on vegetation health. In application, NDVI has been linked to local agricultural production and can be used to proxy variations in locally produced food (Grace et al. 2016; Husak et al. 2008). Here we use NDVI data from the Integrated Climate Data Center at Universität Hamburg; this data set is a quality-controlled version of the NASA-GIMMS NDVI products (Tucker et al. 2005). The NDVI data are available at bimonthly (∼15-day) time steps and 1/12-degree spatial resolution from 1981 to 2015.7 In this research, we consider seasonal maximum NDVI to be a proxy for crop production and ultimately food security and availability (i.e., the food insecurity pathway).",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
Yifan Shen; The Nonlinear Linkage Between Earnings Homogamy and Earnings Inequality Among Married Couples. Demography 1 April 2021; 58 (2): 527–550. doi: https://doi.org/10.1215/00703370-8996374,2021,"Earnings inequality, Earnings homogamy, Urban China, CHIP",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Hadas Mandel, Assaf Rotman; Revealing the Concealed Effect of Top Earnings on the Gender Gap in the Economic Value of Higher Education in the United States, 1980–2017. Demography 1 April 2021; 58 (2): 551–570. doi: https://doi.org/10.1215/00703370-9009367",2017,"Education premium, Gender inequality, Returns to education, Glass ceiling, Devaluation",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Luca Maria Pesando; Educational Assortative Mating in Sub-Saharan Africa: Compositional Changes and Implications for Household Wealth Inequality. Demography 1 April 2021; 58 (2): 571–602. doi: https://doi.org/10.1215/00703370-9000609,2021,"Educational assortative mating, Inequality, Development, International Wealth Index, Sub-Saharan Africa","The analysis uses pooled cross-sectional DHS data from 126 survey waves across 39 SSA countries. DHS are publicly available, nationally representative surveys of women ages 15–49 collected by ICF International in collaboration with host-country governments. Standardized questionnaires allow for comparisons across countries and survey waves. SSA countries are grouped in four regions as classified by the United Nations Statistics Division: Western (14 countries), Central (8 countries), Eastern (12 countries), and Southern Africa (5 countries) (see Table 1). The analysis spans 30 years; the oldest surveys were collected in 1986 in Liberia and Senegal, and the most recent survey was collected in 2016 in Ethiopia. Additional details on the countries included, the number of waves, and the number of observations (couples) per wave are provided in Table A2 in the online appendix.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA
"Jennifer S. Barber, Karen Benjamin Guzzo, Jamie Budnick, Yasamin Kusunoki, Sarah R. Hayford, Warren Miller; Black-White Differences in Pregnancy Desire During the Transition to Adulthood. Demography 1 April 2021; 58 (2): 603–630. doi: https://doi.org/10.1215/00703370-8993840",2021,"Racial inequality, Racial disparities, Unintended pregnancy, Undesired pregnancy, Unplanned pregnancy",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Massimo Anelli, Nicoletta Balbo; Fertility Drain or Fertility Gain? Emigration and Fertility During the Great Recession in Italy. Demography 1 April 2021; 58 (2): 631–654. doi: https://doi.org/10.1215/00703370-9001598",2021,"Low fertility, Out-migration, Great Recession, Italian Registry data, Counterfactual fertility",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
John Iceland; Hardship Among Immigrants and the Native-born in the United States. Demography 1 April 2021; 58 (2): 655–684. doi: https://doi.org/10.1215/00703370-8958347,2021,"Hardship, Poverty, Immigration, Nativity, Undocumented immigrants",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
Pepita Barlow; The Effect of Schooling on Women's Overweight and Obesity: A Natural Experiment in Nigeria. Demography 1 April 2021; 58 (2): 685–710. doi: https://doi.org/10.1215/00703370-8990202,2021,"Overweight, Obesity, Education, Natural experiment, Lower- and middle-income countries",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Anna Zajacova, Hanna Grol-Prokopczyk, Zachary Zimmer; Pain Trends Among American Adults, 2002–2018: Patterns, Disparities, and Correlates. Demography 1 April 2021; 58 (2): 711–738. doi: https://doi.org/10.1215/00703370-8977691",2018,"Chronic pain, U.S. adults, Trend, Socioeconomic, Health disparities","We use the 2002–2018 NHIS data, harmonized by IPUMS (Blewett et al. 2019). The NHIS is an ongoing cross-sectional, nationally representative survey of the noninstitutionalized population in the United States. It is the best available source of data for this study because it includes adults of all ages, multiple questions about site-specific pain that remain consistent over time, a large set of relevant covariates, ongoing data collection that yields up-to-date estimates, and a large sample size that permits subgroup analyses. All variables needed for our analyses have been collected consistently since 2002; the most recent wave available at the time of writing is from 2018.",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA
"Zachary Zimmer, Chi-Tsun Chiu; Are Older Persons in China Living More Years in an Independent Living Arrangement? Estimates Using Multistate Life Tables. Demography 1 April 2021; 58 (2): 739–762. doi: https://doi.org/10.1215/00703370-8996307",2021,"Aging, China, Households, Life expectancy, Oldest-old",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Danya Lagos, D'Lane Compton; Evaluating the Use of a Two-Step Gender Identity Measure in the 2018 General Social Survey. Demography 1 April 2021; 58 (2): 763–772. doi: https://doi.org/10.1215/00703370-8976151",2018,"Survey methodology, Interviewer effects, Transgender, Intersex, GSS","Sexual and gender minorities remain understudied in nationally representative health and social science research (Compton 2015; Institute of Medicine 2011). In 2008, the General Social Survey (GSS) began to ask respondents about their sexual orientation in addition to existing questions on sexual experiences (Gates 2010). These methodological improvements created one of the first nationally representative samples of lesbian, gay, and bisexual (LGB) respondents, as well as heterosexual respondents who reported same-sex sexual behavior. However, data collection on gender minorities continues to be sparse, especially in survey research (Schilt and Lagos 2017). In 2018, the GSS began to ask respondents about their gender identity and sex assigned at birth at the end of its self-administered questionnaire (SAQ) (Smith and Son 2019). This has resulted in one of the first publicly available nationally representative survey samples of the United States that measures transgender identity. These new data can contribute significantly to expanding what is known about patterns and changes in social characteristics among U.S. gender minorities.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Danya Lagos, D'Lane Compton; Evaluating the Use of a Two-Step Gender Identity Measure in the 2018 General Social Survey. Demography 1 April 2021; 58 (2): 763–772. doi: https://doi.org/10.1215/00703370-8976151",2018,"Survey methodology, Interviewer effects, Transgender, Intersex, GSS","This study uses data from the 2018 administration of the GSS. In 2017, we collaborated with Kristen Schilt to submit a formal proposal to the GSS, alongside other, similar proposals related to gender identity by other researchers (Carian 2019). In these proposals, we advocated for a two-step gender measure that asks for respondent's sex as indicated on their birth certificate in one question and then asks respondents to identify their gender identity in a follow-up question. The two-step gender identity measure has shown to be a valid and cognitively feasible measure of the difference between sex assigned at birth and gender identity for both cisgender and transgender respondents (Lombardi and Banik 2016; Reisner et al. 2014; Reisner et al. 2015). Pointing to previously published studies and other data sets, we provided evidence to the members of the GSS Board of Overseers that the two-step measure was valid and could be reliable. These proposals for the two-step gender identity measure were accepted after peer review by the GSS and have now yielded one of the first publicly available nationally representative data sets that accounts for transgender identity.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"Mark S. Handcock, Andrew L. Hicks, Narayan Sastry, Anne R. Pebley; A Note on “Sequential Neighborhood Effects” by Hicks et al. (2018). Demography 1 April 2021; 58 (2): 773–784. doi: https://doi.org/10.1215/00703370-9000711",2018,"Propensity function models, Child development, Neighborhood effects",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Sasha Shen Johfre, Aliya Saperstein, Jill A. Hollenbach; Measuring Race and Ancestry in the Age of Genetic Testing. Demography 1 June 2021; 58 (3): 785–810. doi: https://doi.org/10.1215/00703370-9142013",2021,"Genealogy, Genetics, Racial classification, Survey design",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Wendy D. Manning, Krista K. Payne; Measuring Marriage and Cohabitation: Assessing Same-Sex Relationship Status in the Current Population Survey. Demography 1 June 2021; 58 (3): 811–820. doi: https://doi.org/10.1215/00703370-9162213",2021,"Sexual minority, Same-gender couples, Measurement, Marriage, Cohabitation",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Hope Harvey, Rachel Dunifon, Natasha Pilkauskas; Under Whose Roof? Understanding the Living Arrangements of Children in Doubled-Up Households. Demography 1 June 2021; 58 (3): 821–846. doi: https://doi.org/10.1215/00703370-9101102",2021,"Shared households, Family complexity, Housing, Household instability, Multigenerational households",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Barbara S. Okun, Guy Stecklov; The Impact of Grandparental Death on the Fertility of Adult Children. Demography 1 June 2021; 58 (3): 847–870. doi: https://doi.org/10.1215/00703370-9015536",2021,"Fertility, Intergenerational relations, Mortality, Grandparents, Childcare",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Giammarco Alderotti, Daniele Vignoli, Michela Baccini, Anna Matysiak; Employment Instability and Fertility in Europe: A Meta-Analysis. Demography 1 June 2021; 58 (3): 871–900. doi: https://doi.org/10.1215/00703370-9164737",2021,"Fertility, Employment instability, Meta-analysis, Europe, Economic uncertainty",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Jeanne Cilliers, Martine Mariotti; Stop! Go! What Can We Learn About Family Planning From Birth Timing in Settler South Africa, 1835–1950?. Demography 1 June 2021; 58 (3): 901–925. doi: https://doi.org/10.1215/00703370-9164749",2021,"Settler South Africa, Fertility limitation, Cure models, Parity-dependent spacing",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Abigail Weitzman, Jennifer S. Barber, Justin Heinze, Marc Zimmerman; How Nearby Homicides Affect Young Women's Pregnancy Desires: Evidence From a Quasi-Experiment. Demography 1 June 2021; 58 (3): 927–950. doi: https://doi.org/10.1215/00703370-9160045",2021,"Neighborhood homicides, Pregnancy desires, Mortality, Fertility, Transition to adulthood",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Daniel Ramirez, Steven A. Haas; The Long Arm of Conflict: How Timing Shapes the Impact of Childhood Exposure to War. Demography 1 June 2021; 58 (3): 951–974. doi: https://doi.org/10.1215/00703370-9114715",2021,"Life course, Early life, Health, War, Developmental origins of health and disease",NA,NA,NA,NA,NA,NA,NA,FALSE,NA
"Erin R. Hamilton, Paola D. Langer, Caitlin Patler; DACA's Association With Birth Outcomes Among Mexican-Origin Mothers in the United States. Demography 1 June 2021; 58 (3): 975–985. doi: https://doi.org/10.1215/00703370-9099310",2021,"Infant health, Birth weight, Mexican immigrants, Legal status, DACA",NA,NA,NA,NA,NA,NA,NA,TRUE,NA
"Soham Sahoo, Stephan Klasen; Gender Segregation in Education: Evidence From Higher Secondary Stream Choice in India. Demography 1 June 2021; 58 (3): 987–1010. doi: https://doi.org/10.1215/00703370-9101042",2021,"Postsecondary education, STEM, Gender, Labor market, India","The IHDS was carried out jointly by the University of Maryland and the National Council of Applied Economic Research, New Delhi. The data set is publicly available. More details can be found online at https://ihds.umd.edu/.",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
